seq,orderid,orderdate,shipdate,customerid,productid,quantity,discount
3765,CA-2017-1258781,2017-02-25 06:18:35,2017-03-02 06:18:35,MH-18025,OFF-BI-10002609,3,0.80
3766,CA-2016-1631531,2016-03-21 11:32:00,2016-03-25 11:32:00,DM-12955,FUR-TA-10004767,2,0.30
3767,CA-2016-1631532,2016-03-21 12:02:38,2016-03-25 12:02:38,DM-12955,OFF-AR-10001868,1,0.20
3768,CA-2015-1032051,2015-12-08 10:52:25,2015-12-10 10:52:25,JJ-15760,TEC-PH-10004896,5,0.20
3769,CA-2014-1539131,2014-12-16 01:10:37,2014-12-20 01:10:37,KB-16585,FUR-CH-10000988,9,0.20
3770,CA-2014-1539132,2014-12-16 02:28:08,2014-12-20 02:28:08,KB-16585,OFF-FA-10000490,2,0.20
3771,CA-2016-1555301,2016-12-17 02:00:57,2016-12-21 02:00:57,CM-12160,FUR-TA-10004256,6,0.20
3772,US-2016-1011961,2016-05-12 07:01:47,2016-05-17 07:01:47,FM-14215,OFF-ST-10004804,2,0.20
3773,CA-2014-1153571,2014-08-06 12:33:03,2014-08-11 12:33:03,RF-19735,TEC-AC-10000023,3,0.00
3774,US-2014-1027151,2014-04-11 07:42:30,2014-04-13 07:42:30,JK-15370,OFF-FA-10001332,3,0.20
3775,US-2014-1027152,2014-04-11 08:06:23,2014-04-13 08:06:23,JK-15370,TEC-AC-10002001,3,0.20
3776,US-2014-1027153,2014-04-11 09:56:49,2014-04-13 09:56:49,JK-15370,OFF-PA-10000029,2,0.20
3777,US-2014-1027154,2014-04-11 10:59:03,2014-04-13 10:59:03,JK-15370,TEC-AC-10001874,7,0.20
3778,CA-2015-1079371,2015-05-03 14:28:57,2015-05-08 14:28:57,JB-16045,FUR-FU-10002298,6,0.00
3779,US-2017-1487681,2017-11-30 06:53:20,2017-12-02 06:53:20,PN-18775,TEC-PH-10002564,3,0.20
3780,CA-2017-1185211,2017-02-16 13:04:08,2017-02-20 13:04:08,LF-17185,OFF-PA-10003465,2,0.00
3781,CA-2014-1496431,2014-11-16 01:40:33,2014-11-20 01:40:33,RH-19510,TEC-PH-10000038,2,0.00
3782,CA-2015-1353141,2015-07-09 01:31:33,2015-07-14 01:31:33,MC-17575,TEC-PH-10003072,3,0.40
3783,CA-2017-1652041,2017-11-13 14:50:08,2017-11-16 14:50:08,MN-17935,OFF-PA-10003424,3,0.20
3784,CA-2017-1652042,2017-11-13 15:51:05,2017-11-16 15:51:05,MN-17935,OFF-ST-10003716,4,0.20
3785,CA-2017-1257521,2017-07-31 03:17:15,2017-08-04 03:17:15,EH-14125,TEC-AC-10003590,2,0.20
3786,CA-2017-1124871,2017-12-26 04:18:02,2017-12-30 04:18:02,TC-21535,OFF-BI-10000494,2,0.70
3787,CA-2016-1442181,2016-10-31 00:29:13,2016-11-04 00:29:13,JD-15895,OFF-ST-10002615,7,0.00
3788,CA-2016-1699711,2016-09-04 02:30:17,2016-09-09 02:30:17,IL-15100,OFF-AR-10002804,1,0.20
3789,CA-2016-1699712,2016-09-04 03:02:42,2016-09-09 03:02:42,IL-15100,OFF-AR-10001044,3,0.20
3790,US-2016-1335081,2016-04-17 08:56:30,2016-04-21 08:56:30,SW-20350,OFF-FA-10000134,5,0.00
3791,CA-2014-1071391,2014-07-05 09:45:23,2014-07-11 09:45:23,DP-13390,OFF-BI-10001670,6,0.20
3792,CA-2015-1113251,2015-02-27 09:02:01,2015-02-28 09:02:01,BT-11395,OFF-BI-10000343,3,0.70
3793,CA-2015-1113252,2015-02-27 10:03:03,2015-02-28 10:03:03,BT-11395,OFF-AR-10002257,6,0.20
3794,CA-2015-1637621,2015-11-27 07:09:59,2015-12-01 07:09:59,JE-15475,OFF-AR-10001915,3,0.00
3795,US-2014-1171631,2014-01-27 02:31:50,2014-02-02 02:31:50,EJ-13720,OFF-ST-10003692,1,0.00
3796,US-2014-1171632,2014-01-27 03:31:29,2014-02-02 03:31:29,EJ-13720,FUR-TA-10003469,3,0.20
3797,US-2014-1171633,2014-01-27 04:59:47,2014-02-02 04:59:47,EJ-13720,OFF-AR-10003179,4,0.00
3798,CA-2017-1213141,2017-09-23 09:24:26,2017-09-26 09:24:26,BE-11410,OFF-PA-10003395,3,0.20
3799,CA-2017-1477601,2017-11-04 14:56:10,2017-11-05 14:56:10,KL-16555,FUR-TA-10004575,3,0.40
3800,CA-2017-1477602,2017-11-04 15:35:57,2017-11-05 15:35:57,KL-16555,TEC-PH-10002483,5,0.20
3801,CA-2016-1565031,2016-10-14 10:00:57,2016-10-20 10:00:57,NC-18415,FUR-CH-10003606,1,0.20
3802,CA-2016-1565032,2016-10-14 11:40:32,2016-10-20 11:40:32,NC-18415,TEC-AC-10002473,1,0.20
3803,CA-2016-1565033,2016-10-14 12:05:30,2016-10-20 12:05:30,NC-18415,OFF-PA-10002319,3,0.20
3804,CA-2016-1565034,2016-10-14 13:47:36,2016-10-20 13:47:36,NC-18415,OFF-SU-10000946,2,0.20
3805,CA-2016-1565035,2016-10-14 14:25:32,2016-10-20 14:25:32,NC-18415,OFF-EN-10001335,4,0.20
3806,CA-2016-1565036,2016-10-14 15:10:54,2016-10-20 15:10:54,NC-18415,OFF-PA-10002377,1,0.20
3807,CA-2015-1136281,2015-11-12 05:35:57,2015-11-19 05:35:57,AH-10690,OFF-AR-10001246,5,0.20
3808,CA-2015-1136282,2015-11-12 06:53:57,2015-11-19 06:53:57,AH-10690,OFF-BI-10003291,2,0.70
3809,CA-2015-1136283,2015-11-12 07:18:49,2015-11-19 07:18:49,AH-10690,OFF-BI-10002799,3,0.70
3810,CA-2015-1136284,2015-11-12 08:52:04,2015-11-19 08:52:04,AH-10690,FUR-CH-10003298,5,0.20
3811,CA-2015-1136285,2015-11-12 09:44:48,2015-11-19 09:44:48,AH-10690,TEC-PH-10000441,1,0.20
3812,CA-2015-1136286,2015-11-12 10:19:49,2015-11-19 10:19:49,AH-10690,FUR-CH-10004477,3,0.20
3813,CA-2017-1477531,2017-03-05 14:32:14,2017-03-05 14:32:14,PK-19075,OFF-LA-10003537,2,0.00
3814,CA-2015-1039611,2015-11-05 12:56:58,2015-11-09 12:56:58,NG-18430,OFF-LA-10004484,6,0.20
3815,CA-2016-1524711,2016-07-08 06:06:42,2016-07-08 06:06:42,ZD-21925,TEC-PH-10002824,5,0.20
3816,CA-2016-1524712,2016-07-08 07:25:33,2016-07-08 07:25:33,ZD-21925,OFF-PA-10004965,2,0.20
3817,CA-2015-1025821,2015-09-15 00:14:49,2015-09-19 00:14:49,NW-18400,FUR-TA-10003569,2,0.00
3818,CA-2015-1025822,2015-09-15 01:34:57,2015-09-19 01:34:57,NW-18400,TEC-PH-10003187,3,0.00
3819,CA-2015-1025823,2015-09-15 02:16:54,2015-09-19 02:16:54,NW-18400,FUR-CH-10004853,7,0.00
3820,CA-2017-1418731,2017-10-09 11:35:47,2017-10-14 11:35:47,HG-14845,OFF-BI-10001031,3,0.20
3821,CA-2017-1418732,2017-10-09 12:02:03,2017-10-14 12:02:03,HG-14845,FUR-BO-10003034,3,0.20
3822,CA-2017-1418733,2017-10-09 13:16:53,2017-10-14 13:16:53,HG-14845,OFF-PA-10000069,2,0.00
3823,CA-2017-1418734,2017-10-09 14:30:46,2017-10-14 14:30:46,HG-14845,OFF-BI-10003655,6,0.20
3824,CA-2015-1409841,2015-09-14 01:44:46,2015-09-18 01:44:46,CC-12685,OFF-ST-10000585,6,0.00
3825,CA-2015-1409842,2015-09-14 02:48:36,2015-09-18 02:48:36,CC-12685,TEC-CO-10001571,2,0.20
3826,CA-2015-1409843,2015-09-14 03:06:01,2015-09-18 03:06:01,CC-12685,OFF-BI-10002012,9,0.20
3827,CA-2014-1328011,2014-10-07 02:56:42,2014-10-12 02:56:42,JG-15805,OFF-ST-10001228,10,0.20
3828,CA-2017-1417331,2017-05-07 03:18:20,2017-05-11 03:18:20,RW-19540,FUR-CH-10004086,5,0.00
3829,CA-2017-1417332,2017-05-07 04:39:14,2017-05-11 04:39:14,RW-19540,FUR-CH-10002017,1,0.00
3830,CA-2017-1417333,2017-05-07 05:36:32,2017-05-11 05:36:32,RW-19540,FUR-CH-10000595,2,0.00
3831,CA-2017-1417334,2017-05-07 06:38:29,2017-05-11 06:38:29,RW-19540,OFF-AP-10001563,2,0.10
3832,US-2015-1119271,2015-11-14 07:30:18,2015-11-19 07:30:18,LS-17230,FUR-FU-10004017,3,0.00
3833,US-2015-1119272,2015-11-14 08:06:38,2015-11-19 08:06:38,LS-17230,OFF-BI-10002571,2,0.00
3834,CA-2014-1059841,2014-11-24 13:48:20,2014-11-24 13:48:20,MY-18295,TEC-PH-10000560,5,0.40
3835,CA-2014-1059842,2014-11-24 14:29:02,2014-11-24 14:29:02,MY-18295,FUR-CH-10000847,3,0.30
3836,CA-2014-1003631,2014-04-08 05:17:16,2014-04-15 05:17:16,JM-15655,OFF-FA-10000611,2,0.20
3837,CA-2014-1003632,2014-04-08 06:07:57,2014-04-15 06:07:57,JM-15655,OFF-PA-10004733,3,0.20
3838,CA-2014-1267601,2014-07-26 05:41:54,2014-08-02 05:41:54,KM-16720,TEC-PH-10001363,2,0.20
3839,CA-2014-1267602,2014-07-26 06:25:45,2014-08-02 06:25:45,KM-16720,FUR-CH-10003312,3,0.20
3840,CA-2014-1267603,2014-07-26 07:44:49,2014-08-02 07:44:49,KM-16720,FUR-FU-10004018,9,0.00
3841,CA-2014-1267604,2014-07-26 08:04:56,2014-08-02 08:04:56,KM-16720,TEC-AC-10004814,3,0.00
3842,US-2014-1091621,2014-06-08 02:49:33,2014-06-12 02:49:33,KE-16420,FUR-CH-10002647,3,0.20
3843,CA-2014-1019311,2014-10-28 05:10:13,2014-10-31 05:10:13,TS-21370,OFF-BI-10004140,2,0.20
3844,CA-2014-1019312,2014-10-28 06:13:36,2014-10-31 06:13:36,TS-21370,OFF-SU-10002301,2,0.00
3845,CA-2014-1019313,2014-10-28 07:58:03,2014-10-31 07:58:03,TS-21370,OFF-SU-10000646,2,0.00
3846,CA-2014-1019314,2014-10-28 08:20:22,2014-10-31 08:20:22,TS-21370,FUR-BO-10001337,6,0.15
3847,CA-2014-1019315,2014-10-28 09:04:57,2014-10-31 09:04:57,TS-21370,OFF-ST-10003442,5,0.00
3848,CA-2017-1290001,2017-11-25 12:11:21,2017-11-27 12:11:21,SZ-20035,OFF-ST-10001097,3,0.00
3849,CA-2017-1610531,2017-09-22 05:16:39,2017-09-23 05:16:39,JE-15745,OFF-BI-10004318,4,0.00
3850,CA-2017-1610532,2017-09-22 06:40:42,2017-09-23 06:40:42,JE-15745,TEC-AC-10004633,5,0.00
3851,CA-2015-1423771,2015-12-04 01:49:24,2015-12-09 01:49:24,MS-17980,OFF-PA-10001970,7,0.00
3852,CA-2015-1275931,2015-09-21 13:16:51,2015-09-21 13:16:51,DH-13675,FUR-FU-10004006,2,0.00
3853,CA-2017-1305261,2017-11-26 05:17:32,2017-11-29 05:17:32,GT-14755,OFF-BI-10001524,8,0.80
3854,US-2017-1318491,2017-06-06 04:43:56,2017-06-10 04:43:56,GH-14410,FUR-FU-10004164,1,0.00
3855,US-2017-1318492,2017-06-06 05:44:06,2017-06-10 05:44:06,GH-14410,OFF-ST-10002957,5,0.00
3856,US-2017-1053891,2017-10-23 05:56:27,2017-10-28 05:56:27,DM-13015,OFF-BI-10004364,3,0.80
3857,US-2017-1053892,2017-10-23 06:29:24,2017-10-28 06:29:24,DM-13015,TEC-PH-10002824,5,0.20
3858,US-2017-1053893,2017-10-23 07:26:28,2017-10-28 07:26:28,DM-13015,OFF-AR-10000634,3,0.20
3859,CA-2014-1408161,2014-12-20 12:47:05,2014-12-20 12:47:05,TC-21295,TEC-AC-10001539,7,0.20
3860,CA-2017-1540391,2017-02-17 03:25:34,2017-02-22 03:25:34,JK-16120,FUR-TA-10001932,3,0.50
3861,CA-2017-1540392,2017-02-17 04:16:43,2017-02-22 04:16:43,JK-16120,TEC-PH-10002789,1,0.20
3862,CA-2014-1357551,2014-05-03 06:21:32,2014-05-10 06:21:32,NC-18415,OFF-BI-10004828,3,0.20
3863,CA-2014-1357552,2014-05-03 07:05:15,2014-05-10 07:05:15,NC-18415,OFF-BI-10003981,3,0.20
3864,CA-2017-1232461,2017-10-17 03:52:04,2017-10-19 03:52:04,AJ-10960,OFF-AR-10001770,4,0.00
3865,CA-2015-1571331,2015-11-28 07:36:41,2015-12-03 07:36:41,LC-16885,FUR-FU-10004904,5,0.60
3866,CA-2014-1247091,2014-07-27 10:26:11,2014-07-29 10:26:11,GW-14605,TEC-AC-10002842,2,0.00
3867,CA-2017-1463601,2017-04-23 05:27:13,2017-04-25 05:27:13,SC-20305,TEC-AC-10003590,6,0.00
3868,CA-2015-1324861,2015-10-23 02:26:50,2015-10-27 02:26:50,JF-15355,TEC-AC-10000710,9,0.00
3869,CA-2015-1324862,2015-10-23 03:12:36,2015-10-27 03:12:36,JF-15355,FUR-CH-10004495,1,0.20
3870,CA-2015-1324863,2015-10-23 04:31:34,2015-10-27 04:31:34,JF-15355,FUR-CH-10004540,7,0.20
3871,CA-2015-1324864,2015-10-23 05:37:24,2015-10-27 05:37:24,JF-15355,OFF-PA-10004971,2,0.00
3872,CA-2015-1324865,2015-10-23 06:37:27,2015-10-27 06:37:27,JF-15355,OFF-EN-10002600,4,0.00
3873,CA-2015-1324866,2015-10-23 07:57:59,2015-10-27 07:57:59,JF-15355,FUR-CH-10001854,3,0.20
3874,CA-2016-1362311,2016-09-05 01:57:00,2016-09-07 01:57:00,DM-13015,OFF-EN-10001099,3,0.20
3875,CA-2016-1362312,2016-09-05 02:41:37,2016-09-07 02:41:37,DM-13015,OFF-BI-10001597,7,0.70
3876,CA-2016-1362313,2016-09-05 03:55:33,2016-09-07 03:55:33,DM-13015,TEC-PH-10002660,2,0.20
3877,CA-2016-1362314,2016-09-05 04:43:43,2016-09-07 04:43:43,DM-13015,OFF-PA-10000327,3,0.20
3878,CA-2016-1406411,2016-10-28 02:13:53,2016-11-02 02:13:53,EP-13915,OFF-BI-10001191,5,0.70
3879,CA-2014-1510011,2014-04-05 01:39:14,2014-04-07 01:39:14,JG-15805,OFF-ST-10003455,4,0.20
3880,CA-2014-1510012,2014-04-05 02:26:35,2014-04-07 02:26:35,JG-15805,OFF-ST-10001031,4,0.20
3881,CA-2015-1298961,2015-06-15 11:51:43,2015-06-20 11:51:43,PF-19120,OFF-PA-10002245,2,0.20
3882,CA-2015-1298962,2015-06-15 12:15:35,2015-06-20 12:15:35,PF-19120,OFF-ST-10004804,2,0.20
3883,CA-2015-1298963,2015-06-15 13:41:25,2015-06-20 13:41:25,PF-19120,FUR-FU-10004904,6,0.20
3884,CA-2015-1298964,2015-06-15 14:10:07,2015-06-20 14:10:07,PF-19120,FUR-FU-10002396,4,0.20
3885,CA-2014-1528491,2014-07-05 04:58:31,2014-07-12 04:58:31,DW-13195,OFF-AR-10002833,3,0.20
3886,US-2017-1273411,2017-01-29 04:53:49,2017-02-02 04:53:49,CK-12595,OFF-BI-10001072,4,0.80
3887,CA-2016-1677591,2016-03-03 13:00:50,2016-03-08 13:00:50,CC-12670,TEC-PH-10003171,3,0.00
3888,CA-2014-1008951,2014-06-02 02:25:04,2014-06-06 02:25:04,SV-20785,OFF-AR-10004511,2,0.00
3889,CA-2014-1008952,2014-06-02 03:21:58,2014-06-06 03:21:58,SV-20785,TEC-PH-10001425,3,0.00
3890,CA-2014-1008953,2014-06-02 04:07:10,2014-06-06 04:07:10,SV-20785,OFF-ST-10001490,2,0.00
3891,US-2016-1638811,2016-11-24 04:38:06,2016-11-30 04:38:06,SP-20860,TEC-AC-10003033,2,0.00
3892,US-2016-1638812,2016-11-24 05:27:55,2016-11-30 05:27:55,SP-20860,FUR-CH-10001394,6,0.20
3893,US-2016-1638813,2016-11-24 06:17:23,2016-11-30 06:17:23,SP-20860,TEC-AC-10000420,8,0.00
3894,US-2016-1445471,2016-11-10 09:15:35,2016-11-14 09:15:35,MS-17770,TEC-AC-10004901,7,0.20
3895,US-2014-1122001,2014-11-22 07:42:36,2014-11-28 07:42:36,TC-21475,OFF-BI-10002571,5,0.80
3896,CA-2017-1102121,2017-05-01 03:55:03,2017-05-05 03:55:03,SJ-20125,TEC-AC-10002331,5,0.00
3897,CA-2017-1342851,2017-12-07 06:58:55,2017-12-12 06:58:55,DS-13180,OFF-FA-10000611,3,0.20
3898,CA-2017-1342852,2017-12-07 07:35:34,2017-12-12 07:35:34,DS-13180,OFF-PA-10000304,3,0.20
3899,CA-2017-1022671,2017-11-30 02:07:38,2017-12-04 02:07:38,SC-20800,OFF-FA-10000611,2,0.20
3900,CA-2017-1579801,2017-12-07 00:50:44,2017-12-09 00:50:44,SH-20395,TEC-AC-10002567,2,0.20
3901,CA-2015-1210971,2015-01-03 06:22:13,2015-01-08 06:22:13,SF-20965,OFF-PA-10001937,2,0.20
3902,CA-2015-1510431,2015-11-14 06:07:24,2015-11-20 06:07:24,MG-17680,TEC-AC-10001090,2,0.20
3903,US-2015-1193121,2015-10-02 04:41:11,2015-10-07 04:41:11,CS-12400,OFF-ST-10000943,14,0.00
3904,CA-2015-1670101,2015-04-05 14:42:46,2015-04-10 14:42:46,VT-21700,OFF-AP-10004036,7,0.20
3905,CA-2015-1670102,2015-04-05 15:57:36,2015-04-10 15:57:36,VT-21700,OFF-ST-10003816,4,0.20
3906,CA-2015-1670103,2015-04-05 16:13:41,2015-04-10 16:13:41,VT-21700,OFF-BI-10002072,4,0.70
3907,CA-2015-1670104,2015-04-05 17:03:41,2015-04-10 17:03:41,VT-21700,FUR-FU-10001468,4,0.20
3908,CA-2015-1670105,2015-04-05 18:35:53,2015-04-10 18:35:53,VT-21700,TEC-PH-10000347,5,0.40
3909,CA-2015-1670106,2015-04-05 19:42:18,2015-04-10 19:42:18,VT-21700,TEC-PH-10002844,2,0.40
3910,CA-2015-1670107,2015-04-05 20:50:23,2015-04-10 20:50:23,VT-21700,FUR-FU-10001037,1,0.20
3911,CA-2015-1670108,2015-04-05 21:35:06,2015-04-10 21:35:06,VT-21700,FUR-BO-10004218,5,0.50
3912,CA-2017-1267881,2017-06-05 02:03:06,2017-06-06 02:03:06,AB-10105,TEC-PH-10001619,3,0.20
3913,CA-2017-1480681,2017-09-18 03:06:39,2017-09-25 03:06:39,MM-18280,OFF-PA-10001639,3,0.00
3914,CA-2017-1480682,2017-09-18 04:41:09,2017-09-25 04:41:09,MM-18280,FUR-FU-10002268,2,0.00
3915,US-2017-1425731,2017-07-18 06:40:27,2017-07-23 06:40:27,ML-17410,FUR-TA-10001932,5,0.50
3916,US-2017-1425732,2017-07-18 07:10:21,2017-07-23 07:10:21,ML-17410,FUR-CH-10004218,2,0.20
3917,US-2017-1425733,2017-07-18 08:22:44,2017-07-23 08:22:44,ML-17410,OFF-PA-10000246,2,0.20
3918,US-2017-1425734,2017-07-18 09:52:34,2017-07-23 09:52:34,ML-17410,OFF-BI-10003350,4,0.70
3919,US-2017-1425735,2017-07-18 10:50:02,2017-07-23 10:50:02,ML-17410,FUR-CH-10000513,3,0.20
3920,US-2015-1488171,2015-12-01 14:19:28,2015-12-07 14:19:28,KD-16495,OFF-ST-10001321,4,0.00
3921,US-2015-1488172,2015-12-01 15:03:50,2015-12-07 15:03:50,KD-16495,OFF-BI-10004233,4,0.00
3922,CA-2016-1100441,2016-06-28 10:49:26,2016-07-02 10:49:26,RF-19735,TEC-PH-10001299,3,0.20
3923,CA-2017-1469201,2017-08-28 03:25:12,2017-09-01 03:25:12,SC-20305,OFF-PA-10002479,6,0.20
3924,CA-2017-1469202,2017-08-28 04:42:44,2017-09-01 04:42:44,SC-20305,OFF-PA-10001461,5,0.20
3925,CA-2014-1039401,2014-09-17 09:05:51,2014-09-21 09:05:51,BN-11515,OFF-ST-10004963,2,0.00
3926,CA-2014-1039402,2014-09-17 10:56:49,2014-09-21 10:56:49,BN-11515,OFF-ST-10000943,3,0.00
3927,CA-2014-1039403,2014-09-17 11:58:47,2014-09-21 11:58:47,BN-11515,FUR-FU-10004671,2,0.00
3928,CA-2014-1039404,2014-09-17 12:31:57,2014-09-21 12:31:57,BN-11515,OFF-BI-10002735,5,0.20
3929,CA-2016-1620821,2016-03-14 02:28:52,2016-03-17 02:28:52,JS-15880,FUR-BO-10004409,5,0.32
3930,CA-2016-1620822,2016-03-14 03:55:54,2016-03-17 03:55:54,JS-15880,OFF-PA-10001934,1,0.20
3931,CA-2016-1620823,2016-03-14 04:09:45,2016-03-17 04:09:45,JS-15880,OFF-AR-10001044,7,0.20
3932,CA-2016-1320941,2016-08-26 11:57:22,2016-09-02 11:57:22,VG-21805,OFF-AR-10004165,3,0.20
3933,CA-2016-1320942,2016-08-26 12:38:03,2016-09-02 12:38:03,VG-21805,TEC-AC-10001109,2,0.20
3934,CA-2017-1230011,2017-09-02 02:45:26,2017-09-08 02:45:26,AW-10840,OFF-AR-10001919,5,0.00
3935,CA-2017-1230012,2017-09-02 03:19:17,2017-09-08 03:19:17,AW-10840,OFF-LA-10004544,5,0.00
3936,CA-2017-1230013,2017-09-02 04:51:12,2017-09-08 04:51:12,AW-10840,TEC-PH-10003484,2,0.20
3937,CA-2015-1189551,2015-06-16 00:23:35,2015-06-20 00:23:35,LS-17230,OFF-EN-10001028,3,0.20
3938,CA-2015-1189552,2015-06-16 01:50:58,2015-06-20 01:50:58,LS-17230,OFF-PA-10004156,3,0.20
3939,CA-2015-1189553,2015-06-16 02:15:56,2015-06-20 02:15:56,LS-17230,FUR-CH-10001708,2,0.30
3940,US-2016-1434481,2016-12-10 05:15:33,2016-12-10 05:15:33,MH-17455,FUR-CH-10003379,5,0.00
3941,CA-2017-1178631,2017-05-18 04:51:17,2017-05-23 04:51:17,TS-21340,FUR-FU-10002456,2,0.00
3942,CA-2017-1178632,2017-05-18 05:34:27,2017-05-23 05:34:27,TS-21340,OFF-BI-10000605,1,0.20
3943,CA-2017-1604581,2017-05-27 06:24:22,2017-05-29 06:24:22,EH-13945,OFF-PA-10001166,5,0.20
3944,US-2016-1426851,2016-06-23 01:03:24,2016-06-30 01:03:24,MG-17695,OFF-SU-10000157,7,0.00
3945,CA-2016-1331441,2016-05-16 11:22:34,2016-05-21 11:22:34,DO-13435,OFF-PA-10004971,3,0.00
3946,CA-2017-1678711,2017-11-18 14:19:55,2017-11-23 14:19:55,AF-10870,OFF-PA-10001977,1,0.20
3947,CA-2017-1678712,2017-11-18 15:31:23,2017-11-23 15:31:23,AF-10870,OFF-SU-10001225,1,0.20
3948,CA-2016-1199631,2016-11-18 07:06:15,2016-11-22 07:06:15,SN-20710,OFF-AR-10003514,2,0.20
3949,CA-2016-1199632,2016-11-18 08:44:27,2016-11-22 08:44:27,SN-20710,OFF-LA-10003510,2,0.20
3950,CA-2016-1199633,2016-11-18 09:23:34,2016-11-22 09:23:34,SN-20710,OFF-PA-10001970,2,0.20
3951,CA-2016-1199634,2016-11-18 10:34:19,2016-11-22 10:34:19,SN-20710,FUR-CH-10003817,6,0.30
3952,CA-2014-1211671,2014-11-28 08:21:51,2014-11-30 08:21:51,MO-17500,OFF-BI-10003676,2,0.20
3953,US-2016-1518621,2016-03-01 06:21:01,2016-03-08 06:21:01,ON-18715,TEC-PH-10003535,2,0.20
3954,CA-2017-1529611,2017-01-15 06:01:33,2017-01-19 06:01:33,SC-20095,OFF-PA-10004675,2,0.00
3955,CA-2014-1332281,2014-04-04 09:30:21,2014-04-09 09:30:21,MS-17710,FUR-FU-10004020,1,0.00
3956,CA-2014-1332282,2014-04-04 10:01:12,2014-04-09 10:01:12,MS-17710,OFF-AR-10001955,4,0.00
3957,CA-2016-1149511,2016-06-26 00:10:29,2016-07-03 00:10:29,DN-13690,FUR-FU-10002364,3,0.00
3958,CA-2016-1565731,2016-05-29 10:21:03,2016-06-02 10:21:03,RB-19360,OFF-BI-10002414,3,0.70
3959,CA-2016-1565732,2016-05-29 11:55:46,2016-06-02 11:55:46,RB-19360,OFF-AR-10003732,2,0.20
3960,CA-2016-1565733,2016-05-29 12:07:17,2016-06-02 12:07:17,RB-19360,FUR-FU-10001085,3,0.20
3961,CA-2015-1139011,2015-10-19 01:12:27,2015-10-24 01:12:27,NH-18610,OFF-BI-10001249,6,0.00
3962,CA-2015-1139012,2015-10-19 02:46:32,2015-10-24 02:46:32,NH-18610,TEC-PH-10002564,5,0.00
3963,CA-2017-1348381,2017-02-19 09:16:02,2017-02-20 09:16:02,ED-13885,OFF-AR-10000634,3,0.00
3964,CA-2017-1348382,2017-02-19 10:37:17,2017-02-20 10:37:17,ED-13885,FUR-FU-10004018,3,0.00
3965,CA-2016-1202571,2016-09-22 07:52:50,2016-09-28 07:52:50,PW-19240,OFF-AR-10003481,3,0.20
3966,CA-2014-1649101,2014-11-12 06:11:17,2014-11-17 06:11:17,DM-13345,OFF-AR-10003651,3,0.20
3967,CA-2016-1499021,2016-04-01 00:00:44,2016-04-06 00:00:44,DW-13540,OFF-AR-10002956,4,0.00
3968,CA-2016-1460101,2016-05-20 11:31:07,2016-05-23 11:31:07,EH-14125,OFF-BI-10003638,7,0.70
3969,US-2015-1636851,2015-06-01 11:38:13,2015-06-05 11:38:13,KE-16420,OFF-BI-10001890,8,0.80
3970,US-2015-1636852,2015-06-01 12:23:34,2015-06-05 12:23:34,KE-16420,OFF-PA-10002606,10,0.20
3971,CA-2014-1350901,2014-11-22 12:00:04,2014-11-26 12:00:04,SP-20920,OFF-PA-10002245,9,0.00
3972,CA-2015-1323741,2015-02-22 14:04:32,2015-02-24 14:04:32,PS-19045,OFF-AR-10001615,4,0.00
3973,CA-2016-1675561,2016-03-29 00:19:22,2016-04-02 00:19:22,JM-15250,OFF-PA-10000466,2,0.00
3974,CA-2016-1675562,2016-03-29 01:19:07,2016-04-02 01:19:07,JM-15250,OFF-BI-10003708,5,0.20
3975,CA-2016-1675563,2016-03-29 02:26:05,2016-04-02 02:26:05,JM-15250,FUR-FU-10004848,8,0.00
3976,CA-2016-1675564,2016-03-29 03:06:16,2016-04-02 03:06:16,JM-15250,OFF-BI-10000320,7,0.20
3977,US-2016-1164001,2016-10-22 11:02:46,2016-10-24 11:02:46,EB-13930,FUR-FU-10003731,4,0.00
3978,CA-2017-1013081,2017-10-02 14:51:11,2017-10-07 14:51:11,FG-14260,OFF-FA-10002780,3,0.00
3979,CA-2017-1013082,2017-10-02 15:01:52,2017-10-07 15:01:52,FG-14260,TEC-PH-10003800,2,0.20
3980,CA-2014-1145171,2014-12-23 02:21:22,2014-12-27 02:21:22,TH-21235,FUR-TA-10001676,2,0.40
3981,CA-2014-1145172,2014-12-23 03:16:32,2014-12-27 03:16:32,TH-21235,OFF-AP-10002350,3,0.00
3982,CA-2017-1195641,2017-12-15 06:04:48,2017-12-20 06:04:48,PL-18925,FUR-FU-10003096,3,0.00
3983,CA-2016-1352651,2016-07-07 14:53:45,2016-07-09 14:53:45,CC-12370,FUR-CH-10003061,4,0.20
3984,CA-2016-1352652,2016-07-07 15:43:49,2016-07-09 15:43:49,CC-12370,TEC-CO-10003763,5,0.20
3985,CA-2016-1352653,2016-07-07 16:20:53,2016-07-09 16:20:53,CC-12370,OFF-PA-10002923,1,0.00
3986,CA-2016-1087351,2016-04-17 05:46:41,2016-04-21 05:46:41,JM-15535,FUR-BO-10003441,3,0.15
3987,CA-2017-1123331,2017-04-08 01:02:05,2017-04-14 01:02:05,KF-16285,OFF-ST-10001780,4,0.00
3988,CA-2017-1123332,2017-04-08 02:38:23,2017-04-14 02:38:23,KF-16285,OFF-AP-10001962,5,0.00
3989,US-2016-1594151,2016-04-17 07:34:10,2016-04-22 07:34:10,CS-12175,FUR-FU-10003798,5,0.20
